AC,ENG,Flight,Leg_flight_H,Volume_L
AC01,Right,158,1.6130555555555555,2392.774549658547
AC01,Left,159,1.7522222222222221,2534.0810105977353
AC01,Right,159,1.7522222222222221,2551.5203628934396
AC01,Left,160,0.8908333333333334,1428.8633674445234
AC01,Right,160,0.8908333333333334,1439.7268830157432
AC01,Left,161,2.5319444444444446,3715.5077708321996
AC01,Right,161,2.5319444444444446,3723.763085528391
AC01,Left,162,0.7772222222222223,1235.5888031759964
AC01,Right,162,0.7772222222222223,1241.7085038529558
AC01,Left,163,1.3952777777777778,2262.4273180841574
AC01,Right,163,1.3952777777777778,2271.9613092414434
AC01,Left,164,1.5372222222222223,2194.765143663907
AC01,Right,164,1.5372222222222223,2204.3873709746495
AC01,Left,165,1.3644444444444443,2064.6915937180324
AC01,Right,165,1.3644444444444443,2071.9179851332497
AC01,Left,166,1.3919444444444444,2053.1371441994143
AC01,Right,166,1.3919444444444444,2061.361052807087
AC01,Left,167,1.6311111111111112,2591.642388739349
AC01,Right,167,1.6311111111111112,2598.15989987087
AC01,Left,168,1.86,2959.394225534296
AC01,Right,168,1.86,2972.3843819565996
AC01,Left,169,2.461388888888889,3685.1470564033266
AC01,Right,169,2.461388888888889,3705.948355698494
AC01,Left,170,2.1805555555555554,3228.041906718282
AC01,Right,170,2.1805555555555554,3248.168722874322
AC01,Left,171,3.1519444444444447,4500.577729743809
AC01,Right,171,3.1519444444444447,4529.10044023036
AC01,Left,172,1.3991666666666667,2137.7780482837693
AC01,Right,172,1.3991666666666667,2150.39282717188
AC01,Left,173,1.4775,2181.4534487162996
AC01,Right,173,1.4775,2192.1868533493725
AC01,Left,174,1.745,2635.0859823280543
AC01,Right,174,1.745,2657.6804197248034
AC01,Left,175,1.9483333333333333,2740.592493412637
AC01,Right,175,1.9483333333333333,2754.1868431569083
AC01,Left,176,1.4166666666666667,2145.475531026758
AC01,Right,176,1.4166666666666667,2158.6406642279476
AC01,Left,177,1.478888888888889,2184.9574708781065
AC01,Right,177,1.478888888888889,2199.223312705456
AC01,Left,178,1.7583333333333333,2579.696110878266
AC01,Right,178,1.7583333333333333,2589.7789608206067
AC01,Left,179,1.9047222222222222,2744.492830500982
AC01,Right,179,1.9047222222222222,2752.766091533469
AC01,Left,180,1.8936111111111111,2935.4029649625018
AC01,Right,180,1.8936111111111111,2951.7685281364916
AC01,Left,181,1.9861111111111112,2937.659716751733
AC01,Right,181,1.9861111111111112,2954.312421306459
AC01,Left,182,2.8719444444444444,4267.079443723695
AC01,Right,182,2.8719444444444444,4291.321953003633
AC01,Left,183,2.7794444444444446,4112.18611068036
AC01,Right,183,2.7794444444444446,4127.898128107567
AC01,Left,184,1.351388888888889,2015.2000847975519
AC01,Right,184,1.351388888888889,2025.6762586103814
AC01,Left,185,1.2825,1884.5268281137835
AC01,Right,185,1.2825,1896.1067016088211
AC01,Left,186,1.9755555555555555,3065.7217815044232
AC01,Right,186,1.9755555555555555,3075.4801018654102
AC01,Left,187,2.035,3068.157996656614
AC01,Right,187,2.035,3080.1596090546104
AC01,Left,188,1.5225,2269.104850714319
AC01,Right,188,1.5225,2275.7210666954693
AC01,Left,189,1.531111111111111,2196.2561851045057
AC01,Right,189,1.531111111111111,2208.5673718036082
AC01,Left,190,1.7216666666666667,2479.7051071486744
AC01,Right,190,1.7216666666666667,2487.217144416604
AC01,Left,191,1.9372222222222222,2723.2383862143397
AC01,Right,191,1.9372222222222222,2739.817809895857
AC01,Left,192,1.8775,2835.111360099952
AC01,Right,192,1.8775,2847.087548521528
AC01,Left,193,2.3761111111111113,3517.3293701707717
AC01,Right,193,2.3761111111111113,3531.9287147476234
AC01,Left,194,2.2125,3201.4798334720776
AC01,Right,194,2.2125,3222.2796372392204
AC01,Left,195,1.5780555555555555,2315.10430169719
AC01,Right,195,1.5780555555555555,2325.064518341508
AC01,Left,196,1.9102777777777777,2841.9324634204827
AC01,Right,196,1.9102777777777777,2858.8782914680446
AC01,Left,197,1.2130555555555556,1888.3538843289198
AC01,Right,197,1.2130555555555556,1895.3828660448798
AC01,Left,198,1.6088888888888888,2206.768251589928
AC01,Right,198,1.6088888888888888,2223.338702103297
AC01,Left,199,1.8955555555555557,2877.917858750147
AC01,Right,199,1.8955555555555557,2890.3905624759145
AC01,Left,200,2.203888888888889,3096.653787638721
AC01,Right,200,2.203888888888889,3111.769089384084
AC01,Left,201,1.3913888888888888,2153.992563127266
AC01,Right,201,1.3913888888888888,2163.671620502945
AC01,Left,202,1.6069444444444445,2273.5301181393243
AC01,Right,202,1.6069444444444445,2285.1757948674476
AC01,Left,203,1.4297222222222221,2130.2959215763335
AC01,Right,203,1.4297222222222221,2136.183815409468
AC01,Left,204,1.5094444444444444,2134.4340476206016
AC01,Right,204,1.5094444444444444,2142.1479811718614
AC01,Left,205,1.6288888888888888,2546.7002760699206
AC01,Right,205,1.6288888888888888,2554.393272228835
AC01,Left,206,1.7644444444444445,2552.4550679088597
AC01,Right,206,1.7644444444444445,2561.356450711709
AC01,Left,207,1.6169444444444445,2312.463199205619
AC01,Right,207,1.6169444444444445,2320.709540733662
AC01,Left,208,1.731111111111111,2556.7502243957183
AC01,Right,208,1.731111111111111,2570.369998116409
AC01,Left,209,0.7902777777777777,1267.132480272385
AC01,Right,209,0.7902777777777777,1268.3064697717527
AC01,Left,210,0.9275,1361.0890284224233
AC01,Right,210,0.9275,1361.9190464761166
AC01,Left,211,1.7113888888888888,2425.29929313912
AC01,Right,211,1.7113888888888888,2437.761528168715
AC01,Left,212,1.8588888888888888,2410.4845925267164
AC01,Right,212,1.8588888888888888,2424.3825344599964
AC01,Left,213,1.1777777777777778,1773.4494751372965
AC01,Right,213,1.1777777777777778,1783.8000245960536
AC01,Left,214,1.2261111111111112,1864.2863518278682
AC01,Right,214,1.2261111111111112,1873.093516365164
AC01,Left,215,1.6086111111111112,2431.4758238810173
AC01,Right,215,1.6086111111111112,2437.3472669058806
AC01,Left,216,1.7586111111111111,2540.6628294343186
AC01,Right,216,1.7586111111111111,2547.5946018286745
AC01,Left,217,1.25,1922.3487318577463
AC01,Right,217,1.25,1925.463916733139
AC01,Left,218,1.478888888888889,2159.0444567946092
AC01,Right,218,1.478888888888889,2161.7678133275376
AC01,Left,219,1.3305555555555555,1967.4957318665545
AC01,Right,219,1.3305555555555555,1970.2325481517046
AC01,Left,220,1.436388888888889,1892.324511234425
AC01,Right,220,1.436388888888889,1898.610215522123
AC01,Left,221,1.1291666666666667,1760.329207776846
AC01,Right,221,1.1291666666666667,1764.0874697028482
AC01,Left,222,1.1536111111111111,1653.9508038538795
AC01,Right,222,1.1536111111111111,1658.6213378749317
AC01,Left,223,1.3672222222222221,2033.7296770232417
AC01,Right,223,1.3672222222222221,2040.146987777111
AC01,Left,224,1.4002777777777777,2062.4752211854684
AC01,Right,224,1.4002777777777777,2072.118385888555
AC01,Left,225,2.3975,3601.455812614639
AC01,Right,225,2.3975,3615.6229495923594
AC01,Left,226,2.4069444444444446,3489.623217985693
AC01,Right,226,2.4069444444444446,3497.582418132998
AC01,Left,227,1.2469444444444444,1926.2012120493023
AC01,Right,227,1.2469444444444444,1928.9709299509955
AC01,Left,228,1.1802777777777778,1842.4980040364176
AC01,Right,228,1.1802777777777778,1845.9392140211883
AC01,Left,229,1.1086111111111112,1698.3305979860306
AC01,Right,229,1.1086111111111112,1704.8899839022436
AC01,Left,230,1.393888888888889,2180.8043895535916
AC01,Right,230,1.393888888888889,2189.3812427750872
AC01,Left,231,0.7388888888888889,1211.6483905570421
AC01,Right,231,0.7388888888888889,1216.7391679530267
AC01,Left,232,0.8391666666666666,1338.134168771728
AC01,Right,232,0.8391666666666666,1344.4856762925112
AC01,Left,233,1.1969444444444444,1808.5719507967258
AC01,Right,233,1.1969444444444444,1813.9812756619658
AC01,Left,234,1.396111111111111,2089.913673854132
AC01,Right,234,1.396111111111111,2096.9411600420667
AC01,Left,235,1.3794444444444445,2083.5965634779154
AC01,Right,235,1.3794444444444445,2093.3249732784093
AC01,Left,236,1.3913888888888888,1959.1073151761673
AC01,Right,236,1.3913888888888888,1969.013692811597
AC01,Left,237,1.6791666666666667,2498.5592289557185
AC01,Right,237,1.6791666666666667,2504.0373481100933
AC01,Left,238,1.78,2639.055113705535
AC01,Right,238,1.78,2649.4774485094763
AC01,Left,239,1.1841666666666666,1866.3008280771019
AC01,Right,239,1.1841666666666666,1872.2874267598652
AC01,Left,240,1.1780555555555556,1800.9477489269461
AC01,Right,240,1.1780555555555556,1801.7179458596524
AC01,Left,241,1.3105555555555555,2031.9260702254871
AC01,Right,241,1.3105555555555555,2042.8344516374473
AC01,Left,242,1.2875,1919.79885657568
AC01,Right,242,1.2875,1919.4608672421043
AC01,Left,243,1.5977777777777777,2369.23344302218
AC01,Right,243,1.5977777777777777,2379.592965649085
AC01,Left,244,1.6830555555555555,2492.0835926088876
AC01,Right,244,1.6830555555555555,2497.220731373637
AC01,Left,245,0.8069444444444445,1237.8470504932516
AC01,Right,245,0.8069444444444445,1245.230472351059
AC01,Left,246,0.8702777777777778,1354.285871438189
AC01,Right,246,0.8702777777777778,1357.3113246321009
AC01,Left,247,0.7627777777777778,1200.0296333333629
AC01,Right,247,0.7627777777777778,1207.2889263651223
AC01,Left,248,0.8327777777777777,1321.1868451961413
AC01,Right,248,0.8327777777777777,1326.353894521384
AC01,Left,249,1.4130555555555555,2062.0280583060917
AC01,Right,249,1.4130555555555555,2071.212095905604
AC01,Left,250,1.445,2135.8323663236706
AC01,Right,250,1.445,2139.918148887075
AC01,Left,251,1.4380555555555556,2289.5277814192445
AC01,Right,251,1.4380555555555556,2298.613114169129
AC01,Left,252,1.4025,2061.574913314616
AC01,Right,252,1.4025,2071.874614820534
AC01,Left,253,1.6030555555555555,2306.075799012244
AC01,Right,253,1.6030555555555555,2313.8061833717743
AC01,Left,254,1.9616666666666667,3018.5917113348996
AC01,Right,254,1.9616666666666667,3028.5115487225517
AC01,Left,255,2.0944444444444446,3276.4237338444564
AC01,Right,255,2.0944444444444446,3282.5972735303044
AC01,Left,256,1.7225,2539.369197692977
AC01,Right,256,1.7225,2550.8653216186326
AC01,Left,257,1.6405555555555555,2498.548760259546
AC01,Right,257,1.6405555555555555,2504.390292723916
AC01,Left,258,1.7652777777777777,2643.2620340389376
AC01,Right,258,1.7652777777777777,2654.2063081234896
AC01,Left,259,0.9113888888888889,1498.140712131419
AC01,Right,259,0.9113888888888889,1502.7185234149406
AC01,Left,260,0.8719444444444444,1266.6344694401691
AC01,Right,260,0.8719444444444444,1272.9949501291007
AC01,Left,261,0.8522222222222222,1366.2500956355675
AC01,Right,261,0.8522222222222222,1374.3603441133653
AC01,Left,262,0.7377777777777778,1197.9299119867228
AC01,Right,262,0.7377777777777778,1201.3023276823592
AC01,Left,263,1.63,2464.989111385899
AC01,Right,263,1.63,2472.900454636416
AC01,Left,264,1.8405555555555555,2695.7266526724675
AC01,Right,264,1.8405555555555555,2702.149945538435
AC01,Left,265,0.9413888888888889,1481.4610880722485
AC01,Right,265,0.9413888888888889,1488.4197799710491
AC01,Left,266,0.9286111111111112,1368.6115343865251
AC01,Right,266,0.9286111111111112,1370.2012806767516
AC01,Left,267,1.0811111111111111,1684.3010495865797
AC01,Right,267,1.0811111111111111,1689.2647071004671
AC01,Left,268,1.2019444444444445,1722.0526635133829
AC01,Right,268,1.2019444444444445,1726.323891551847
AC01,Left,269,1.7513888888888889,2625.72547242163
AC01,Right,269,1.7513888888888889,2628.140750181476
AC01,Left,270,1.8069444444444445,2619.758315603188
AC01,Right,270,1.8069444444444445,2625.354581471511
AC01,Left,271,1.4602777777777778,2205.7273640847557
